RecordKey,CustomerName,LicenseCode,LicenseCategory,AsOfDate,PurchasedUnits,UtilizedUnits,UtilizationPercent
Fédération des Caisses Desjardins du Québec|7144-2348-3483-5155|User Licenses|2026-07-31,Fédération des Caisses Desjardins du Québec,7144-2348-3483-5155,User Licenses,2026-07-31,111,18,16.22
Fédération des Caisses Desjardins du Québec|0382-5844-6241-5580|User Licenses|2025-09-30,Fédération des Caisses Desjardins du Québec,0382-5844-6241-5580,User Licenses,2025-09-30,0,1,
Fédération des Caisses Desjardins du Québec|4141-2593-3006-3065|AI Units|2026-07-31,Fédération des Caisses Desjardins du Québec,4141-2593-3006-3065,AI Units,2026-07-31,20160000,0,0
Fédération des Caisses Desjardins du Québec|7144-2348-3483-5155|AI Units|2026-05-27,Fédération des Caisses Desjardins du Québec,7144-2348-3483-5155,AI Units,2026-05-27,21360000,24404.4,0.11
Gesa Credit Union|9171-3840-4330-5760|Unattended Production License|2023-01-31,Gesa Credit Union,9171-3840-4330-5760,Unattended Production License,2023-01-31,6,0,0
Gesa Credit Union|8810-0853-7757-2413|Unattended Production License|2026-07-31,Gesa Credit Union,8810-0853-7757-2413,Unattended Production License,2026-07-31,6,6,100
Gesa Credit Union|2838-2748-6430-7564|NonProduction Robot License|2023-01-31,Gesa Credit Union,2838-2748-6430-7564,NonProduction Robot License,2023-01-31,2,0,0
Gesa Credit Union|8810-0853-7757-2413|Unattended Test Robot License|2026-07-31,Gesa Credit Union,8810-0853-7757-2413,Unattended Test Robot License,2026-07-31,2,1,50
Gesa Credit Union|2838-2748-6430-7564|Unattended Test Robot License|2023-01-31,Gesa Credit Union,2838-2748-6430-7564,Unattended Test Robot License,2023-01-31,4,0,0
Gesa Credit Union|8810-0853-7757-2413|User Licenses|2026-07-31,Gesa Credit Union,8810-0853-7757-2413,User Licenses,2026-07-31,145,14,9.66
Gesa Credit Union|9171-3840-4330-5760|User Licenses|2023-01-31,Gesa Credit Union,9171-3840-4330-5760,User Licenses,2023-01-31,4,0,0
Gesa Credit Union|8810-0853-7757-2413|AI Units|2026-08-09,Gesa Credit Union,8810-0853-7757-2413,AI Units,2026-08-09,90000,82010.6,91.12
Global Federal Credit Union|5774-4204-0551-0994|Unattended Production License|2026-07-31,Global Federal Credit Union,5774-4204-0551-0994,Unattended Production License,2026-07-31,10,10,100
Global Federal Credit Union|5774-4204-0551-0994|Unattended Test Robot License|2026-07-31,Global Federal Credit Union,5774-4204-0551-0994,Unattended Test Robot License,2026-07-31,3,3,100
Global Federal Credit Union|3888-7999-8514-7932|Unattended Test Robot License|2026-07-31,Global Federal Credit Union,3888-7999-8514-7932,Unattended Test Robot License,2026-07-31,3,0,0
Global Federal Credit Union|3888-7999-8514-7932|User Licenses|2026-07-31,Global Federal Credit Union,3888-7999-8514-7932,User Licenses,2026-07-31,16,0,0
Global Federal Credit Union|5774-4204-0551-0994|User Licenses|2026-07-31,Global Federal Credit Union,5774-4204-0551-0994,User Licenses,2026-07-31,219,23,10.5
Global Federal Credit Union|5774-4204-0551-0994|Platform Units|2026-07-09,Global Federal Credit Union,5774-4204-0551-0994,Platform Units,2026-07-09,30000,0.675,0
Golden 1 Credit Union|3951-5996-9295-8336|Unattended Production License|2026-07-31,Golden 1 Credit Union,3951-5996-9295-8336,Unattended Production License,2026-07-31,10,0,0
Golden 1 Credit Union|2526-2071-8484-4562|Unattended Test Robot License|2026-07-31,Golden 1 Credit Union,2526-2071-8484-4562,Unattended Test Robot License,2026-07-31,4,0,0
Golden 1 Credit Union|2526-2071-8484-4562|User Licenses|2026-07-31,Golden 1 Credit Union,2526-2071-8484-4562,User Licenses,2026-07-31,42,0,0
Golden 1 Credit Union|0114-7471-4465-8916|User Licenses|2026-07-31,Golden 1 Credit Union,0114-7471-4465-8916,User Licenses,2026-07-31,111,0,0
Golden 1 Credit Union|3951-5996-9295-8336|User Licenses|2026-07-31,Golden 1 Credit Union,3951-5996-9295-8336,User Licenses,2026-07-31,111,0,0
Green Shield Canada|3225-0687-8171-3633|Unattended Production License|2025-02-28,Green Shield Canada,3225-0687-8171-3633,Unattended Production License,2025-02-28,0,1,
Green Shield Canada|1928-2859-9433-7670|Unattended Production License|2024-02-29,Green Shield Canada,1928-2859-9433-7670,Unattended Production License,2024-02-29,11,0,0
Green Shield Canada|0221-8113-9381-9766|Unattended Production License|2026-07-31,Green Shield Canada,0221-8113-9381-9766,Unattended Production License,2026-07-31,35,35,100
Green Shield Canada|2769-6350-2692-3463|Unattended Production License|2026-07-31,Green Shield Canada,2769-6350-2692-3463,Unattended Production License,2026-07-31,0,1,
Green Shield Canada|0605-5405-5545-1700|NonProduction Robot License|2024-02-29,Green Shield Canada,0605-5405-5545-1700,NonProduction Robot License,2024-02-29,4,0,0
Green Shield Canada|0221-8113-9381-9766|Unattended Test Robot License|2026-07-31,Green Shield Canada,0221-8113-9381-9766,Unattended Test Robot License,2026-07-31,5,5,100
Green Shield Canada|0605-5405-5545-1700|Unattended Test Robot License|2024-02-29,Green Shield Canada,0605-5405-5545-1700,Unattended Test Robot License,2024-02-29,4,0,0
Green Shield Canada|1928-2859-9433-7670|User Licenses|2024-02-29,Green Shield Canada,1928-2859-9433-7670,User Licenses,2024-02-29,5,0,0
Green Shield Canada|3225-0687-8171-3633|User Licenses|2024-11-30,Green Shield Canada,3225-0687-8171-3633,User Licenses,2024-11-30,0,5,
Green Shield Canada|0605-5405-5545-1700|User Licenses|2024-02-29,Green Shield Canada,0605-5405-5545-1700,User Licenses,2024-02-29,6,0,0
Green Shield Canada|0221-8113-9381-9766|User Licenses|2026-07-31,Green Shield Canada,0221-8113-9381-9766,User Licenses,2026-07-31,190,23,12.11
Green Shield Canada|0221-8113-9381-9766|AI Units|2026-05-28,Green Shield Canada,0221-8113-9381-9766,AI Units,2026-05-28,1480000,998721,67.48
"Greystone & Co., Inc.|1730-7460-5280-3327|Unattended Production License|2026-07-31","Greystone & Co., Inc.",1730-7460-5280-3327,Unattended Production License,2026-07-31,13,11,84.62
"Greystone & Co., Inc.|1730-7460-5280-3327|NonProduction Robot License|2026-07-31","Greystone & Co., Inc.",1730-7460-5280-3327,NonProduction Robot License,2026-07-31,0,5,
"Greystone & Co., Inc.|1730-7460-5280-3327|Unattended Test Robot License|2026-07-31","Greystone & Co., Inc.",1730-7460-5280-3327,Unattended Test Robot License,2026-07-31,6,0,0
"Greystone & Co., Inc.|6796-6992-8453-8830|User Licenses|2024-12-31","Greystone & Co., Inc.",6796-6992-8453-8830,User Licenses,2024-12-31,110,0,0
"Greystone & Co., Inc.|1730-7460-5280-3327|User Licenses|2026-07-31","Greystone & Co., Inc.",1730-7460-5280-3327,User Licenses,2026-07-31,210,21,10
"Greystone & Co., Inc.|1730-7460-5280-3327|AI Units|2026-07-31","Greystone & Co., Inc.",1730-7460-5280-3327,AI Units,2026-07-31,120000,0,0
"Greystone & Co., Inc.|6796-6992-8453-8830|AI Units|2024-12-31","Greystone & Co., Inc.",6796-6992-8453-8830,AI Units,2024-12-31,1,0,0
Guaranteed Rate Inc|3354-8933-8048-6059|Unattended Production License|2026-07-31,Guaranteed Rate Inc,3354-8933-8048-6059,Unattended Production License,2026-07-31,7,16,228.57
Guaranteed Rate Inc|3354-8933-8048-6059|User Licenses|2026-07-31,Guaranteed Rate Inc,3354-8933-8048-6059,User Licenses,2026-07-31,116,5,4.31
Guaranteed Rate Inc|3354-8933-8048-6059|AI Units|2026-02-10,Guaranteed Rate Inc,3354-8933-8048-6059,AI Units,2026-02-10,60000,12.2,0.02
Guild Mortgage Company|7486-3069-2620-1124|Unattended Production License|2026-07-31,Guild Mortgage Company,7486-3069-2620-1124,Unattended Production License,2026-07-31,5,5,100
Guild Mortgage Company|0695-7979-8743-5611|Unattended Production License|2025-02-28,Guild Mortgage Company,0695-7979-8743-5611,Unattended Production License,2025-02-28,1,0,0
Guild Mortgage Company|2132-8384-5410-7141|Unattended Production License|2025-02-28,Guild Mortgage Company,2132-8384-5410-7141,Unattended Production License,2025-02-28,1,0,0
Guild Mortgage Company|7486-3069-2620-1124|NonProduction Robot License|2026-07-31,Guild Mortgage Company,7486-3069-2620-1124,NonProduction Robot License,2026-07-31,0,1,
Guild Mortgage Company|0695-7979-8743-5611|NonProduction Robot License|2025-02-28,Guild Mortgage Company,0695-7979-8743-5611,NonProduction Robot License,2025-02-28,1,0,0
Guild Mortgage Company|0695-7979-8743-5611|Unattended Test Robot License|2025-02-28,Guild Mortgage Company,0695-7979-8743-5611,Unattended Test Robot License,2025-02-28,1,0,0
Guild Mortgage Company|2132-8384-5410-7141|Unattended Test Robot License|2025-02-28,Guild Mortgage Company,2132-8384-5410-7141,Unattended Test Robot License,2025-02-28,1,0,0
Guild Mortgage Company|7486-3069-2620-1124|Unattended Test Robot License|2026-07-31,Guild Mortgage Company,7486-3069-2620-1124,Unattended Test Robot License,2026-07-31,1,1,100
Guild Mortgage Company|4369-5060-0445-2658|User Licenses|2023-05-31,Guild Mortgage Company,4369-5060-0445-2658,User Licenses,2023-05-31,10,0,0
Guild Mortgage Company|2132-8384-5410-7141|User Licenses|2025-02-28,Guild Mortgage Company,2132-8384-5410-7141,User Licenses,2025-02-28,11,0,0
Guild Mortgage Company|0695-7979-8743-5611|User Licenses|2025-02-28,Guild Mortgage Company,0695-7979-8743-5611,User Licenses,2025-02-28,11,0,0
Guild Mortgage Company|7486-3069-2620-1124|User Licenses|2026-07-31,Guild Mortgage Company,7486-3069-2620-1124,User Licenses,2026-07-31,12,0,0
Guild Mortgage Company|2132-8384-5410-7141|AI Units|2025-02-28,Guild Mortgage Company,2132-8384-5410-7141,AI Units,2025-02-28,1,0,0
Guild Mortgage Company|0695-7979-8743-5611|AI Units|2025-02-28,Guild Mortgage Company,0695-7979-8743-5611,AI Units,2025-02-28,1,0,0
Guild Mortgage Company|7486-3069-2620-1124|AI Units|2026-07-31,Guild Mortgage Company,7486-3069-2620-1124,AI Units,2026-07-31,30000,0,0
"Hankey Investment Company, LP|4385-6095-2358-0121|Unattended Production License|2026-07-31","Hankey Investment Company, LP",4385-6095-2358-0121,Unattended Production License,2026-07-31,8,5,62.5
"Hankey Investment Company, LP|4385-6095-2358-0121|Unattended Test Robot License|2026-07-31","Hankey Investment Company, LP",4385-6095-2358-0121,Unattended Test Robot License,2026-07-31,6,4,66.67
"Hankey Investment Company, LP|4385-6095-2358-0121|User Licenses|2026-07-31","Hankey Investment Company, LP",4385-6095-2358-0121,User Licenses,2026-07-31,137,24,17.52
"Hankey Investment Company, LP|4385-6095-2358-0121|AI Units|2026-07-31","Hankey Investment Company, LP",4385-6095-2358-0121,AI Units,2026-07-31,60000,0,0
Hartford Fire Insurance Company|386787747908114520|Unattended Production License|2025-06-30,Hartford Fire Insurance Company,386787747908114520,Unattended Production License,2025-06-30,21,0,0
Hartford Fire Insurance Company|1310-4129-1532-2663|Unattended Production License|2026-07-31,Hartford Fire Insurance Company,1310-4129-1532-2663,Unattended Production License,2026-07-31,21,19,90.48
Hartford Fire Insurance Company|3461-9156-9121-2218|NonProduction Robot License|2025-06-30,Hartford Fire Insurance Company,3461-9156-9121-2218,NonProduction Robot License,2025-06-30,11,0,0
Hartford Fire Insurance Company|1310-4129-1532-2663|NonProduction Robot License|2026-07-31,Hartford Fire Insurance Company,1310-4129-1532-2663,NonProduction Robot License,2026-07-31,0,7,
Hartford Fire Insurance Company|1310-4129-1532-2663|Unattended Test Robot License|2026-07-31,Hartford Fire Insurance Company,1310-4129-1532-2663,Unattended Test Robot License,2026-07-31,13,2,15.38
Hartford Fire Insurance Company|3461-9156-9121-2218|User Licenses|2025-06-30,Hartford Fire Insurance Company,3461-9156-9121-2218,User Licenses,2025-06-30,59,0,0
Hartford Fire Insurance Company|1310-4129-1532-2663|User Licenses|2026-07-31,Hartford Fire Insurance Company,1310-4129-1532-2663,User Licenses,2026-07-31,433,205,47.34
Hartford Fire Insurance Company|386787747908114520|User Licenses|2025-06-30,Hartford Fire Insurance Company,386787747908114520,User Licenses,2025-06-30,178,0,0
Hartford Fire Insurance Company|1310-4129-1532-2663|AI Units|2026-07-09,Hartford Fire Insurance Company,1310-4129-1532-2663,AI Units,2026-07-09,300000,70,0.02
Hilltop Holdings Inc.|2233-1874-3200-7135|Unattended Production License|2023-04-30,Hilltop Holdings Inc.,2233-1874-3200-7135,Unattended Production License,2023-04-30,7,0,0
Hilltop Holdings Inc.|6924-0680-7071-7674|Unattended Production License|2026-07-31,Hilltop Holdings Inc.,6924-0680-7071-7674,Unattended Production License,2026-07-31,6,6,100
Hilltop Holdings Inc.|8281-6391-8757-8713|NonProduction Robot License|2023-04-30,Hilltop Holdings Inc.,8281-6391-8757-8713,NonProduction Robot License,2023-04-30,10,0,0
Hilltop Holdings Inc.|6924-0680-7071-7674|Unattended Test Robot License|2026-07-31,Hilltop Holdings Inc.,6924-0680-7071-7674,Unattended Test Robot License,2026-07-31,8,8,100
Hilltop Holdings Inc.|8281-6391-8757-8713|User Licenses|2023-04-30,Hilltop Holdings Inc.,8281-6391-8757-8713,User Licenses,2023-04-30,11,0,0
Hilltop Holdings Inc.|1991-4728-9357-1424|User Licenses|2023-09-30,Hilltop Holdings Inc.,1991-4728-9357-1424,User Licenses,2023-09-30,2,0,0
Hilltop Holdings Inc.|2233-1874-3200-7135|User Licenses|2023-04-30,Hilltop Holdings Inc.,2233-1874-3200-7135,User Licenses,2023-04-30,7,0,0
Hilltop Holdings Inc.|6924-0680-7071-7674|User Licenses|2026-07-31,Hilltop Holdings Inc.,6924-0680-7071-7674,User Licenses,2026-07-31,115,0,0
Hudson Valley Federal Credit Union|7780-8759-8226-7825|Unattended Production License|2026-07-31,Hudson Valley Federal Credit Union,7780-8759-8226-7825,Unattended Production License,2026-07-31,17,17,100
Hudson Valley Federal Credit Union|7780-8759-8226-7825|User Licenses|2026-07-31,Hudson Valley Federal Credit Union,7780-8759-8226-7825,User Licenses,2026-07-31,135,12,8.89
Hudson Valley Federal Credit Union|7780-8759-8226-7825|AI Units|2026-07-31,Hudson Valley Federal Credit Union,7780-8759-8226-7825,AI Units,2026-07-31,300000,0,0
Interra Credit Union|1820-6017-8006-7120|Unattended Production License|2025-11-30,Interra Credit Union,1820-6017-8006-7120,Unattended Production License,2025-11-30,0,1,
Interra Credit Union|4681-8293-2089-6300|Unattended Production License|2026-07-31,Interra Credit Union,4681-8293-2089-6300,Unattended Production License,2026-07-31,1,1,100
Interra Credit Union|4681-8293-2089-6300|Unattended Test Robot License|2026-07-31,Interra Credit Union,4681-8293-2089-6300,Unattended Test Robot License,2026-07-31,1,1,100
Interra Credit Union|4681-8293-2089-6300|User Licenses|2026-07-31,Interra Credit Union,4681-8293-2089-6300,User Licenses,2026-07-31,19,25,131.58
Interra Credit Union|1820-6017-8006-7120|User Licenses|2025-12-31,Interra Credit Union,1820-6017-8006-7120,User Licenses,2025-12-31,0,9,
Intrust Financial Corporation|3060-0217-4780-4748|Unattended Production License|2025-10-31,Intrust Financial Corporation,3060-0217-4780-4748,Unattended Production License,2025-10-31,7,0,0
Intrust Financial Corporation|8991-3365-7095-7324|Unattended Production License|2026-07-31,Intrust Financial Corporation,8991-3365-7095-7324,Unattended Production License,2026-07-31,8,8,100
Intrust Financial Corporation|3060-0217-4780-4748|Unattended Test Robot License|2025-10-31,Intrust Financial Corporation,3060-0217-4780-4748,Unattended Test Robot License,2025-10-31,3,0,0
Intrust Financial Corporation|8991-3365-7095-7324|User Licenses|2026-07-31,Intrust Financial Corporation,8991-3365-7095-7324,User Licenses,2026-07-31,31,11,35.48
Jefferies|5147-8386-5350-0762|Unattended Production License|2024-01-31,Jefferies,5147-8386-5350-0762,Unattended Production License,2024-01-31,12,0,0
Jefferies|3772-1681-2024-3478|Unattended Production License|2026-07-31,Jefferies,3772-1681-2024-3478,Unattended Production License,2026-07-31,22,22,100
Jefferies|7989-2208-7010-9297|Unattended Production License|2026-07-31,Jefferies,7989-2208-7010-9297,Unattended Production License,2026-07-31,1,5,500
Jefferies|7989-2208-7010-9297|NonProduction Robot License|2026-07-31,Jefferies,7989-2208-7010-9297,NonProduction Robot License,2026-07-31,0,5,
Jefferies|8850-9789-7541-4524|Unattended Test Robot License|2024-01-31,Jefferies,8850-9789-7541-4524,Unattended Test Robot License,2024-01-31,4,0,0
Jefferies|3772-1681-2024-3478|Unattended Test Robot License|2026-07-31,Jefferies,3772-1681-2024-3478,Unattended Test Robot License,2026-07-31,16,16,100
Jefferies|7989-2208-7010-9297|Unattended Test Robot License|2026-07-31,Jefferies,7989-2208-7010-9297,Unattended Test Robot License,2026-07-31,1,5,500
Jefferies|7972-8442-7683-3106|Unattended Test Robot License|2024-01-31,Jefferies,7972-8442-7683-3106,Unattended Test Robot License,2024-01-31,9,0,0
Jefferies|3639-2181-2431-0708|User Licenses|2024-01-31,Jefferies,3639-2181-2431-0708,User Licenses,2024-01-31,2,0,0
Jefferies|8850-9789-7541-4524|User Licenses|2024-01-31,Jefferies,8850-9789-7541-4524,User Licenses,2024-01-31,16,0,0
Jefferies|3772-1681-2024-3478|User Licenses|2026-07-31,Jefferies,3772-1681-2024-3478,User Licenses,2026-07-31,235,21,8.94
Jefferies|7989-2208-7010-9297|User Licenses|2025-06-30,Jefferies,7989-2208-7010-9297,User Licenses,2025-06-30,0,1,
Jefferies|3772-1681-2024-3478|AI Units|2026-08-09,Jefferies,3772-1681-2024-3478,AI Units,2026-08-09,540000,30216.65,5.6
Jones Lang LaSalle Incorporated (Global)|7328-7719-9279-7456|Unattended Production License|2026-07-31,Jones Lang LaSalle Incorporated (Global),7328-7719-9279-7456,Unattended Production License,2026-07-31,2,1,50
